87,1,"In accordance with JAR-OPS 1, the minimum required re -cent experience for a pilot engaged in a single-pilot opera -tion under IFR or at night shall be:"
88,1,Which of the following forms or information are not re -quired to be carried on all flight?  1) The Operational Flight Plan (OFP) 2) Mass and balance documentation 3) NOTAMS 4) The technical log 5) Maps and charts 6) Passenger and cargo manifests
89,1,"In accordance with JAR-OPS 1, an operator shall ensure that a pilot does not operate an aeroplane as pilot-in-com -mand unless:"
90,1,"During a flight, the chief steward informs the crew that a passenger is using a portable device suspected to disburb the aircraft electronic systems. The captain:"
91,1,"During an ILS procedure, if the information transmitted by the appropriate services and received by the crew contains parameters below the crews operational minimums, the point beyond which the approach must not be continued is:"
92,1,"In accordance with JAR-OPS 1, a Category III B operations, is a precision instrument approach and landing using ILS or MLS with, a decision height lower than 50 ft, or no deci -sion height and a runway visual range lower than 200 m but no less than:"
93,1,A category C aircraft can carry out an indirect approach fol -lowed by a visual maneuver only if the horizontal visibility is higher than or equal to:
94,1,An aircraft airworthiness certificate states a maximum of eight occupants (including pilot). The pilot has a passenger load of six adults and two children (5 and 6 years old). The boarding of all passengers is:
95,1,The first part of the JAR-OPS applies to:
96,1,A category A aircraft can carry out an indirect approach fol -lowed by a visual manoeuvre only if the horizontal visibility is higher than or equal to:
97,1,"For a twin-engine aeroplane, the standard operational take -off minimums may be used provided an alternate aero -drome is accessible at less than:"
98,1,"When establishing an instrument approach procedure, 5 aircraft categories according to their speed at the thresh -old (VAT) are established. This speed is equal to the stalling speed in the landing configuration at the maximum certi -fied landing weight multiplied by a factor of:"
99,1,An aircraft flies a VOR/DME direct approach for which the operational minima are:  MDH: 360 feet Horizontal visibility: 1.500 metres Visibility given by ATC and received by the crew: 2.500 me -tres  The pilot may start the final approach:
100,1,Supplemental oxygen is used to:
101,1,"The pilot of a category A aircraft is flying a non-precision direct IFR approach with the following operational mini -mums: MDH 250 feet and visibility 750 metres. RVR for threshold, mid and end of the runway are given by the con -troller:"
102,1,The minimum flight crew for night transport of passengers or according to the Instrument flight rules is:
103,1,"After an accident, the operator of an airplane equipped with a flight recorder must keep the original recordings for a minimum period of:"
104,1,The operator is required to ensure that certain persons are to be permitted access to the flight deck providing the Commander is satisfied that his aeroplane is not endan -gered. Who are the permitted personnel?
105,1,A category III B precision approach (CAT III B) is an ap -proach which may be carried out with a runway visual range of at least?
106,1,A category B aircraft can carry out an indirect approach fol -lowed by a visual maneuver only if the horizontal visibility is higher than or equal to:
107,1,"On overwater flights, an operator shall not operate an aero -plane at a distance away from land, which is suitable for making a emergency landing greater than that correspond -ing to:"
108,1,An operator must ensure that the lowest MDH for a non-precision approach procedure which is based upon the use of an ILS (glide slope out) is not lower than:
109,1,The “no smoking” sign must be illuminated:
110,1,"Each flight is subject to a preliminary file collecting a cer -tain amount of information. The operator will see that this file is kept on ground. It contains more particularly:  1) The weather conditions for the day including the weather forecast at destination. 2) One copy of the operational flight plan and, if required, the weight and balance sheet. 3) Copies of the relevant parts of the aircrafts materiel re -port. 4) The enroute NOTAM documentation when specifically is -sued by the operator. 5) Notification for special loadings. 6) For each flight, details of the days performances and limitations with completed charts.  The combination regrouping all the correct statements is:"
111,1,"An operator must ensure that for the duration of each flight, be kept on the ground, if required:"
112,1,What is a dry lease?
113,1,"JAR-OPS 1.465 (VFR Operating minima), establishes that, the operator shall ensure about VFR flights, that:"
114,1,A Category III A precision approach (CAT III 
115,1,The JAR-OPS is based on:
116,1,The captain is asked by the authority to present the docu -ments of the airplane. He:
117,1,What is required for navigation in IMC?
118,1,The Cat I minimum decision height is:
119,1,"According to JAR-OPS 1.430, Airfield Operating Minima, the lowest MDH using ILS (LLZ only), VOR, NDB, SRA no glide path?"
120,1,The file kept by an employer on its flight crews records:  1) the training 2) the test results 3) a log of flying hours 4) a summary of the training by reference period  Which of the following combinations contains all of the correct answers?
121,1,What is the requirement for the issue of an AOC?
122,1,The operator may not operate aircraft that do not conform to the ditching requirements over water further away from a suitable landing field than:
123,1,What is the minimum required RVR for CAT III B opera -tions?
124,1,"In accordance with JAR-OPS 1.430 (Aerodrome Operating Minima), the Category III A operation, is a precision instru -ment approach and landing using ILS or MLS with a de -cision height lower than 100 feet an RVR (runway visual range) no less than:"
125,1,What are the circling minimum and MDH for a Cat B aero -plane?
126,1,The period of validity of an operator proficiency check is:
127,1,Above what altitude are quick-donning masks required:
128,1,A category II precision approach (CAT II) is an approach with:
129,1,Wet lease is:
130,1,A modern aircraft must be provided with a flight data re -corder when its certified takeoff gross weight is greater than:
131,1,Destination alternate for a turbojet - what is the required fuel overhead?
132,1,DH is used in a:
133,1,When must the “no smoking” sign be illuminated:
134,1,The MEL is drawn up:
135,1,An operator must ensure that the lowest MDH for a non-precision approach procedure which is based upon the use of a VOR/DME is not lower than:
136,1,"With a heavy aircraft then a medium landing on the same runway, what are the minimum distance and time criteria:"
137,1,What must be ensured with respect to navigation equip -ment?
138,1,"In accordance with JAR-OPS 1.430 (Aerodrome Operating Minima), the lowest minima to be used by an operator in a category B aeroplane for circling are:"
139,1,"For an aeroplane powered by turbo-jet engines, the fuel and oil to be carried is at least the amount sufficient to al -low the aeroplane:"
140,1,"In accordance with JAR-OPS 1, an operator shall ensure that all relevant operational and technical information for a individual flight is preserved on ground for a predeter -mined period of time. Consequently, if practicable, a copy of the operational flight plan shall be retained, during at least:"
141,1,"During a flight, the captain is informed that a passenger is using a portable electronic device, which is adversely af -fecting the aircrafts electrical avionics. The captain must:"
142,1,"An aeroplane with one passenger deck, is configured with 61 seats. The required number of megaphones on board is:"
143,1,What is DH used for:
144,1,When refuelling is being conducted with passengers em -barking or disembarking:
145,1,The minimum MDH and meteorological visibility for a cat -egory D aircraft circling are respectively:
146,1,When are flight crew allowed to leave their stations?
147,1,The term decision height (DH) is used for:
148,1,A Category I precision approach (CAT I) is an approach which may be carried out with a runway visual range of at least:
149,1,"During a night flight, an observer located in the cockpit, seeing an aircraft coming from the front left, will first see the:"
150,1,"In accordance with JAR-OPS 1.430 (Aerodrome Operationg Minima), an operator must ensure that system minima for non-precision approach procedures, which are based upon the use of ILS without glidepath (LLZ only), VOR NDB, SRA, and VDF are no lower than MDH following value with:"
151,1,"JAR-OPS 1 establishes that, a co-pilot is not assigned to operate at the flight controls during takeoff and landing un -less:"
152,1,"An operator must ensure that, for the duration of each flight, be kept on the ground a copy of the:"
153,1,"In accordance with OPS 1.430 (Aerodrome Operating Minima - General), it is established, among other consid -erations, that an Operator must take full account of Aero -plane Categories. The criteria taken into consideration for classification of Aeroplanes by Categories is the indicated airspeed at threshold (VAT), which is equal to the stalling speed at the maximum landing mass (VSO) multiplied by 1,3. Corresponding Aeroplane Category when VAT is from 141 kts to 165 kts is:"
154,1,"What is the takeoff RVR limit for a Cat A aeroplane, when high intensity centerline lights and edge lights are on and the crew is IFR qualified and approved?"
155,1,What is conversion angle?
156,1,The minimum crew for all turbo propeller aeroplanes is 2 when:
157,1,"An observer in the cockpit sees an aeroplane closing from the forward left, what colour is the first light seen (at night)?"
158,1,"According to JAR-OPS, a transport aircraft carrying pas -sengers with a door to the flight deck must:"
159,1,With reference to the retention of documents how long must command course records be kept by the operator:
160,1,MDA is:
161,1,What is the system minimum for an NDB approach?
162,1,Aeroplanes with a takeoff mass greater than 5.700 kg shall be fitted with an independent automatically operated emer -gency power supply to operate and illuminate the artificial horizon for:
163,1,What is the co-pilot currency requirement?
164,1,The RVR for a Category III B operation with roll out guid -ance or control systems that fail passive the minimum RVR is:
165,1,The minimum MDH and meteorological visibility for a cat -egory C aircraft circling are respectively:
166,1,"In determining Aerodrome Operating Minima, what of the following needs to be considered?  1) Crew composition. 2) Ability to communicate/receive meteorological informa -tion. 3) Significant obstacles in the missed approach area. 4) Dimensions and characteristics of the runway. 5) Navigation equipment in the aeroplane."
167,1,The first part of JAR-OPS is applicable to:
168,1,A pilot is not able to operate as pilot-in-command unless:
169,1,The first part of the JAR-OPS document relates to:
170,1,According to JAR-OPS 1.430 (Aerodrome Operating Mini -ma) a Category III A approach has a Decision Height of less than 100 feet and a minimum RVR (Runway Visual Range) of:
171,1,"Regarding the FDR and CVR, which of the following state -ments is true:"
172,1,The JAR-OPS document is based on:
173,1,"If there is unauthorised use of equipment that affects the aeroplanes system, the commander:"
174,1,"On an ILS, you are told that the weather has dropped below company minima. When must you abort the approach?"
175,1,"After an incident, the FDR recordings must be kept for:"
176,1,What allows a pilot to act as co-pilot for takeoff and land -ing?
177,1,First Aid (therapeutic) oxygen is carried for which of the following:
178,1,Flight data recorders must keep the data and parameters recorded during at least the last:
179,1,SVFR may not be commenced when the visibility is less than:
180,1,What is the lowest decision height for CAT II operations?
181,1,According to JAR-OPS 1 and assuming the following cir -cumstances:  - a Category A aeroplane - an aerodrome equipped with runway edge lighting and center line lighting and multiple RVR information - an acceptable alternate aerodrome is available  What is the minimum RVR value for takeoff?
182,1,"According to JAR-OPS 1 Subpart K, in an aeroplane with a maximum configuration of more than 19 passengers, the door between the passenger compartment and the flight deck compartment shall have locking means:"
183,1,"According to JAR-OPS 1, a Category III A precision ap -proach (CAT III "
184,1,"According to JAR-OPS 1, a Category III B precision ap -proach (CAT III B) is an approach which may be carried out with a runway visual range of at least:"
185,1,"According to JAR-OPS 1, a public address system is re -quired to operate an aeroplane with a maximum approved passenger seating configuration of more than:"
186,1,"According to JAR-OPS 1, a windshield wiper or equivalent means to maintain a clear portion of the windshield during precipitation is required at each pilot station to operate an aeroplane with a:"
187,1,"According to JAR-OPS 1, an aeroplane whose maximum approved passenger seating configuration is 10 seats must be equipped with:"
188,1,"According to JAR-OPS 1, an aeroplane whose maximum approved passenger seating configuration is 200 must be equipped with:"
189,1,"According to JAR-OPS 1, an operator shall not operate across areas in which search and rescue would be espe -cially difficult, unless it is equipped with:  1) signalling equipment 2) at least one ELT 3) at least 2 ELTs 4) additional survival equipment"
190,1,"According to JAR-OPS 1, for aeroplanes with a maximum certificated takeoff mass over 5700 kg, flight data record -ers shall be capable of retaining the data recorded during at least the last:"
191,1,"According to JAR-OPS 1, for operations under IFR or at night the minimum flight crew is 2 pilots for:"
192,1,"According to JAR-OPS 1, the lowest minima to be used by an operator for circling with a category A aeroplane is a meteorological visibility of:"
193,1,"According to JAR-OPS 1, the lowest minima to be used by an operator for circling with a category B aeroplane is a meteorological visibility of:"
194,1,"According to JAR-OPS 1, the lowest minima to be used by an operator for circling with a category C aeroplane is a meteorological visibility of:"
195,1,"According to JAR-OPS 1, the lowest minima to be used by an operator for circling with a category D aeroplane is a meteorological visibility of:"
196,1,"According to JAR-OPS 1, the minimum number of crash axes or crowbars on board an aeroplane, whose maximum approved passenger seating configuration is more than 200, is:"
197,1,"According to JAR-OPS 1, the recent experience conditions of a commander assigned to a flight on an aeroplane by an operator must not be less than:"
198,1,According to JAR-OPS 3 and assuming the following cir -cumstances:  - for offshore Performance Class 1 operations - two pilot operations - an offshore helideck - an acceptable alternate heliport is available  the minimum  RVR / Visibility required for takeoff is:
199,1,"According to JAR-OPS 3 and assuming the following cir -cumstances:  - for onshore Performance Class 1 operations - a heliport equipped with runway edge lighting, center line marking and RVR information - an acceptable alternate heliport is available  the minimum  RVR / Visibility required for takeoff is:"
200,1,According to JAR-OPS 3 and assuming the following cir -cumstances:  - for onshore Performance Class 2 operations - an acceptable alternate heliport is available  the minimum  RVR / Visibility required for takeoff is:
201,1,"According to JAR-OPS 3, a helicopter with a passen -ger compartment seating capacity of 10 seats must be equipped with:"
202,1,"According to JAR-OPS 3, EXCEPT for night VMC opera -tions, the recent experience conditions of a commander assigned to a flight on a helicopter by an operator must not be less than:"
203,1,"According to JAR-OPS 3, for a VFR flight by day with refer -ence to visual landmarks, the final reserve fuel should be sufficient to fly for:"
204,1,"According to JAR-OPS 3, for Performance Class 2 opera -tions onshore, the commander must operate to takeoff minima with an RVR/VIS not lower than:"
205,1,"According to JAR-OPS 3, in order to be operated IFR or at night with potentially hazardous weather conditions along the route to be flown, a helicopter must be equipped with airborne weather radar equipment if fitted with a maximum approved passenger seating of:"
206,1,"According to JAR-OPS 3, the minimum flight crew is 2 qual -ified pilots for: (MAPSC: Maximum Approved Passenger Seating Configuration)"
207,1,"According to JAR-OPS 3, when flying VFR navigating by means other than by reference to the visual landmarks, the final reserve fuel should be sufficient to fly for:"
208,1,"According to JAR-OPS,  at least one of the following hand fire extinguishers must be conveniently located on the flight deck:"
209,1,"According to JAR-OPS, for a non pressurised aircraft, 100% of passengers shall be supplied with supplemental oxygen during:"
210,1,"According to JAR-OPS, for a non pressurised aircraft, all required cabin crew members shall be supplied with sup -plemental oxygen during:"
211,1,"According to JAR-OPS, for a non pressurised aircraft, the supplemental oxygen is:"
212,1,"According to JAR-OPS, in establishing the aerodrome op -erating minima which will apply to any particular operation, an operator must take full account of:  1) equipment available for navigation 2) dimensions and characteristics of the runways 3) composition of the flight crew 4) obstacles in the vicinity of approach and missed ap -proach areas 5) facilities for determining and communicating the weath -er conditions  The combination regrouping all the correct statements is:"
213,1,"According to JAR-OPS, on an IFR flight a commander shall not commence takeoff unless the expected weather conditions at the destination and/or required alternate aerodrome(s) are at or above:"
214,1,"According to JAR-OPS, the minimum number of hand fire-extinguishers to be located in the passenger compartment of an aircraft with a maximum approved passenger seating configuration of 31 is:"
215,1,"According to JAR-OPS, the public address system must be audible and intelligible at:  1) all passenger seats 2) toilets 3) cabin crew seats 4) work stations  The combination regrouping all the correct statements is:"
216,1,"According to JAR-OPS, when a flight data recorder is re -quired, it must start automatically to record the data:"
217,1,"According to the JAR-OPS 3, a VFR flight, navigating by means other than by reference to visual landmarks, with no alternate heliport, can be undertaken only if the visual meteorological conditions (VMC) at the destination heliport are effective:"
218,1,"According to the JAR-OPS 3, an IFR flight with no alternate heliport can be undertaken only if the visual meteorological conditions (VMC) at the destination heliport are effective:"
219,1,"An aeroplane is intended to be operated at FL370. In accor -dance with JAR-OPS 1, the number of cabin oxygen masks (dispensing units) required is at least:"
220,1,"An aeroplane which has a maximum certificated takeoff mass over 5.700 kg, shall be equipped with a cockpit voice recorder capable of retaining information recorded during at least the last:"
221,1,"An operator shall ensure that for the duration of each flight or series of flights, relevant information is preserved on the ground. This includes:"
222,1,"Assuming 60 passengers on board a land aeroplane. The intended track will overfly water for  a distance of 80 NM from the shore. According to JAR-OPS 1, the minimum number of passenger life jackets to be on board is:"
223,1,Assuming a multi-engine land aeroplane with 60 persons on board. The cruising  speed is 180 kts. The aeroplane is capable of continuing the flight with the critical power-unit becoming inoperative. The track will overfly water for a dis -tance of 380 NM from shore. The emergency equipment on board must include:
224,1,"During an ILS procedure, if the reported RVR/visibility is less than the applicable minima, the approach shall not be continued beyond:"
225,1,"Following an accident, the operator of an aircraft equipped with a flight recorder must keep the original recordings for a minimum period of:"
226,1,"For a pressurised aircraft, the first-aid oxygen is designed to:"
227,1,"For three and four-engined aeroplanes, the takeoff alter -nate, if required, shall be located (in still air conditions) within:"
228,1,"For two-engined aeroplanes not approved for ETOPS, the takeoff alternate, if required, shall be located (in still air conditions) within:"
229,1,"If no meteorological information is available for the desti -nation, the operator must:"
230,1,"In a aeroplane, each crew member shall be properly se -cured by all safety belts and harnesses provided: 1) during taxiing 2) during takeoff 3) during landing 4) whenever deemed necessary by the commander in the interest of safety 5) during other phases of flight"
231,1,"In a helicopter, each crew member shall be properly se -cured by all safety belts and harnesses provided:  1) during taxiing 2) during takeoff 3) during landing 4) whenever deemed necessary by the commander in the interest of safety 5) during other phases of flight"
232,1,"In accordance with JAR-OPS 1 (Aerodrome Operating Min -ima), for a Category III A approach, the RVR shall not be less than:"
233,1,"In accordance with JAR-OPS 1 (Aerodrome Operating Min -ima), for a Category III B approach, the RVR shall not be less than:"
234,1,"In accordance with JAR-OPS 1, the operator shall ensure that:"
235,1,"In accordance with JAR-OPS 3, a helicopter must be equipped with a megaphone when operated with a maxi -mum approved passenger seating configuration of more than:"
236,1,"In accordance with JAR-OPS 3, EXCEPT for night VMC op -erations, an operator shall ensure that a pilot does not op -erate  a helicopter unless he has carried out (except when flying under the supervision of  a nominated commander), at least:"
237,1,"In accordance with JAR-OPS 3, the operator shall ensure that:"
238,1,"In accordance with JAR-OPS, where no outer marker or equivalent position exists, if the reported RVR/Visibility is less than the applicable minima, the approach shall not be continued beyond:"
239,1,"In accordance with JAR-OPS 1 and if required, the number of life rafts to be carried on board an aeroplane must allow the transportation of  the entire aeroplane occupants:"
240,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 201 to 300 seats must be equipped with at least:"
241,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 301 to 400 seats must be equipped with at least:"
242,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 31 to 60 seats must be equipped with at least:"
243,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 401 to 500 seats must be equipped with at least:"
244,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 501 to 600 seats must be equipped with at least:"
245,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is 61 to 200 seats must be equipped with at least:"
246,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is greater than 60 seats must be equipped (including flight deck) with at least:"
247,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum approved passenger seating configuration is greater than 600 seats must be equipped with at least:"
248,1,"In accordance with JAR-OPS 1, an aeroplane whose maxi -mum takeoff mass exceeds 5.700 kg or whose maximum approved passenger seating configuration is greater than 9 seats and less than 200 seats must be equipped with a:"
249,1,"In accordance with JAR-OPS 1, an aeroplane with a  maxi -mum approved passenger seating  configuration of more than 61 seats, must have in its passenger compartment(s), at least 3 hand fire-extinguishers including:"
250,1,"In accordance with JAR-OPS 1, for a pressurised aero -plane, certificated to fly at altitudes more than 25.000 ft, all occupants of flight deck seats on flight deck duty shall be supplied with supplemental oxygen during a period in no case less than:"
251,1,"In accordance with JAR-OPS 1, for aeroplanes intended to be operated at pressure altitude of 39.000 ft,  the total num -ber of oxygen dispensing units and outlets shall exceed:"
252,1,"In accordance with JAR-OPS 1, if the flight is to be carried out at FL290, demonstration about oxygen equipment must be completed before:"
253,1,"In accordance with JAR-OPS 1, in an aeroplane in which fuses are used, the number of spare fuses available for use in flight must be at least:"
254,1,"In accordance with JAR-OPS 1, on aeroplanes intended to be operated at pressure altitude above 25.000 ft, the total number of oxygen dispensing units shall exceed the num -ber of:"
255,1,"In accordance with JAR-OPS 1, regarding the first aid ox -ygen, the supply of undiluted oxygen carried on board a pressurised aeroplane with 8 passengers operated at pres -sure altitude 27.000 ft, shall be sufficient for at least:"
256,1,"In accordance with JAR-OPS 1, the cockpit voice recorder, when required, must start to record automatically:"
257,1,"In accordance with JAR-OPS 1, the commander of a turbo -jet engine aeroplane should have a final reserve fuel for:"
258,1,"In accordance with JAR-OPS 1, the purpose of the first aid oxygen is to:"
259,1,"In accordance with JAR-OPS 3, except if a different value is approved by the authority, the contingency fuel for a VFR helicopter flight in a non hostile environment should be:"
260,1,"In accordance with JAR-OPS 3, except if a different value is approved by the authority, the contingency fuel for an IFR helicopter flight should be:"
261,1,"In accordance with JAR-OPS 3, the amount of fuel to be carried by a helicopter for a IFR flight, when no alternate is required, should include a final reserve fuel quantity to fly:"
262,1,"In accordance with JAR-OPS 3, the amount of fuel to be carried by a helicopter on a VFR flight in a non-hostile envi -ronment should include contingency fuel of:"
263,1,"In accordance with JAR-OPS 3, the amount of fuel to be carried by a helicopter on a VFR flight navigating by day with reference to visual landmarks, should include a final reserve fuel of quantity to fly:"
264,1,"In accordance with JAR-OPS 3, the pre-flight fuel calcula -tion, for a helicopter on an IFR flight should include contin -gency fuel quantity:"
265,1,"In accordance with JAR-OPS 3, when an operator’s fuel policy includes planning to an isolated heliport  flying IFR, for which a destination alternate does not exist, the amount of fuel at departure:"
